"PG.ProteinAccessions","PG.Genes","Veh.1","Veh.2","Veh.3","Veh.4","Veh.5","Veh.6","Veh.7","Veh.8","GDF15.1","GDF15.2","GDF15.3","GDF15.4","GDF15.5","GDF15.6","GDF15.7","CR.1","CR.2","CR.3","CR.4","CR.5","CR.6","CR.7","CR.8","CR.9","CR.10","CR.11","CR.12","CR.13","CR.14","CR.15","CR.16","Protein"
"CON__P02769|CON__P02768-1","NaN",1122700.375,962550.4375,1070150.875,7013.562988,,905739.25,878884,791984.8125,282912.2813,679202.0625,539947.625,442798.8125,,677570.6875,1375514.25,549418.125,563432.9375,,1124475.875,,755582.375,,,1717675.5,680939.875,924207,572305.5,4952303,209662.2031,132575.6719,650995.8125,
"CON__P04264","NaN",169223.4375,89630.49219,56989.71484,82803.64844,88576.70313,111831.625,45698.57031,86206.1875,47623.47266,24463.00781,101622.2891,49823.43359,88204.64844,60202.78516,37403.32031,115159.2344,162532.8906,50759.01563,20809.12109,292464.1563,58353.32031,41199.49219,74095.70313,47292.21484,29022.32227,86158.63281,87258.85938,61674.80078,54924.79297,57349.30469,73969.60938,
"CON__P04264|CON__P35908v2;CON__P35908","NaN",449711.2813,429786.3125,,280706.625,201783.0313,318040.5625,,217756.0156,268009.3125,53502.3125,316891.625,198017.6875,205274.8438,64894.45313,117182.4297,404686.9688,404324.75,112096.5781,,826802.6875,,,234088.8594,198195.9063,90755.5,,236892.9375,197880.8438,156995.9844,149432.875,271643.875,
"CON__P07477","NaN",3394918.75,3772697.25,3684973.75,3486532,3655210.75,3233474,3157922.5,3520257.75,4029288,3446551,3622791.5,4374838,4407581,2994069.25,3264749.5,3598871.25,4458610.5,3165117.75,4008001.75,4538601.5,3603350,3584927.25,3472031.25,3213516.75,3966214.75,3388876.5,4097408,4009007.25,2985064.5,3504185,3979426.75,
"CON__P13645","NaN",34607.99219,18776.85938,3612.179932,13183.22656,16186.97559,16351.59082,5187.619629,6926.40918,9008.4375,,10842.07813,7900.294922,11495.16895,6593.541504,,18310.85742,12176.91211,6359.705566,5854.181641,35774.10547,10911.84473,4848.906738,19729.10938,9986.259766,4397.725098,13844.12988,8546.705078,11894.32617,12676.31641,11925.26465,17092.6582,
"CON__P13647","NaN",4208.204102,,,,,111715.9609,,,,,,,,,,,,,,3234.260986,,,,,,,,,,,,
"CON__P35527","NaN",60903.50391,35770.46875,18723.56836,28801.08984,24018.7168,34690.82422,15418.48535,19690.81641,16022.47656,6494.926758,35242.37891,13504.98633,31216.09375,21745.42383,9576.262695,41686.51172,70534.26563,15778.03516,7595.811035,73707.53906,17757.87305,6970.607422,16174.36133,10491.26172,9138.205078,23502.81836,20364.21094,19440.32031,11885.49902,17869.14063,17598.32031,
"CON__P35908v2;CON__P35908","NaN",122181.5156,46141.05859,101379.0859,38817.72266,65669.49219,66652.32813,69281.9375,35212.53125,64876.48828,,94260.61719,55065.68359,74856.89063,,45922.47266,77360.48438,32520.07227,49167.72266,117120.7188,171020.9375,50675.01563,18367.3457,75547.41406,49546.16016,26711.62305,66749.78906,49088.28125,58971.1875,38915.44141,,75880.03125,
"CON__P35908v2;CON__P35908|CON__P02538","NaN",,,,,,,,,,,,,,,,,,,,30204.56641,,,,,,,,,,,,
"CON__P41361","NaN",,,,,,11023.25391,13789.67188,,,,,,,10184.80664,10729.32031,,,,,8315.679688,,,,,,,,12636.91113,,,,
"CON__Q1A7A4","NaN",,,,,,6572.481445,,,,,,,,,,,,,,,,,,,,,,,,,,
"CON__Q2UVX4","NaN",,,699810.75,63884.32422,108977.8438,,173221.2813,105450.7578,320190.8438,483301.6563,672908.6875,,1256952.75,922361.125,128096.7188,732998.3125,672581.0625,436939.5938,561414.5,359126.2188,557003.25,652918.4375,524627.25,,,405927.0938,251737.5313,394094.7813,,472571.0313,533663.5625,
"CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229","NaN",,,,,,29958.07227,30878.77539,,,,,12778.77832,,,,22355.3418,23004.04688,,22906.52344,,26550.81836,,,,,,,,,,29243.31836,
"D2XZ31;E9PWZ2","Abpa29_a7;Scgb1b20",,,26172.26758,,,36608.15625,21097.76367,6226.61084,,16697.93359,,,,,,,12464.58105,,,9480.334961,,,4611.713867,,,,,,,27777.79492,17612.47461,"ABPA29_A7;SCGB1B20"
"D3YV64","Ecm1",31898.875,34451.64453,29130.61523,29062.98438,27891.46875,26018.59766,25176.00391,24146.33398,38627.26563,31530.73242,31779.78516,26446.76953,33925.08594,30055.22852,39143.75781,29031.88281,14016.47559,35271.56641,30205.49023,35573.61719,28538.19922,24722.49414,25909.2793,30097.63086,28588.55664,29622.375,31095.69922,33296.79688,27451.69922,27776.2207,30635.60156,"ECM1"
"D3YXF5","C7",984137.5,1033175.5,1124837.625,856243.4375,912868,856362.8125,830826.3125,844602.9375,1130493.625,1013242.563,1165405.25,957381.8125,1147347.75,654642.125,1057623,1027653.625,1326971.75,946059.3125,1078300.5,1038018.563,904207.1875,813085.5,710356.375,1254508.375,1025392.938,1129443.625,1088364.5,981476.9375,1008579.5,790900.4375,931183.25,"C7"
"D3YYY1","Scgb2b7",,,,,,25726.82031,23475.94141,18743.35352,,16383.62012,,,,,,,14613.55957,,,12578.84961,,,8201.529297,,,,6936.522949,,,31270.17188,29508.57422,"SCGB2B7"
"D3Z1B9;P50516","Atp6v1a",,,,14992.88184,22100.01758,16838.83984,14364.26855,14548.52344,11125.06445,14645.2207,11117.72656,14710.43164,13176.19238,14332.21875,13133.52344,18120.75195,21193.61133,17465.32031,24928.21875,18681.69727,32491.93555,21451.60547,24574.53906,25483.67383,26267.31445,21637.16406,26187.46875,38125.24219,28174.40039,48941.05469,23808.61914,"ATP6V1A"
"D3Z2T9;P11440","Cdk1",4793202,3957177.5,3843908.25,3736252.25,3274151.25,3387401.75,3369614.5,4474502,3654299.75,3181253.5,3694538.5,3853863.5,4015955,3349397,4142441.5,3727510.5,4067163.5,4170787.75,3797210.25,4440300,4785911.5,3390391.25,4580593.5,4628288,5142323.5,4536442,3749194.75,4726217.5,3789058,3547553.5,4097093.25,"CDK1"
"D3Z5G7","Ces1b",324420.1563,295691.4688,230834.2969,283421.3438,290579.5938,283743.2188,269676.0938,262652.375,367771.875,319608.6875,374390.1875,315703.4375,280628.4375,312047.4063,413656.25,305408.8125,357940.75,308737.1875,245658.6875,427321.0938,244591.0156,248872.2813,278357.6875,253928.0938,235973.625,222219.9375,224422.3906,231286.7969,214837.625,217957.875,271431.9063,"CES1B"
"D3Z6T3;P70269","Ctse",51825.375,48635.92969,42724.30469,58655.875,49116.28125,71398.39063,58762.48438,75703.21094,76594.02344,57783.17969,78354.77344,103476.4766,96000.99219,52641.55078,71353.92188,78766.95313,75471.85156,79027.58594,53097.96094,120869.2422,96232.58594,78839.94531,103915.5469,87555.71094,76123.39063,66582.44531,79030.875,85605.16406,95004.53125,96727.16406,64135.58594,"CTSE"
"D3Z7F0;P16125","Ldhb",,9503.697266,13733.66309,,12131.24902,13448.43945,9586.828125,10584.55371,13560.52637,11189.00488,11058,,10237.22656,10279.72754,15462.10156,,11580.23145,8431.553711,8735.330078,11280.99902,8577.253906,5287.828613,8660.154297,,10856.44336,10006.28809,10987.00488,11091.52832,,11986.86133,,"LDHB"
"D3Z7M4;E9PU89;E9Q138;P05017;Q4VJB9;Q8CAR0","Igf1",89932.26563,103016.3516,93444.60938,83503.52344,79927.0625,83100.08594,82276.60156,88607.35938,67439.1875,71509.76563,81157.95313,87203.57031,84495.73438,83589.32031,70557.29688,76200.72656,77130.71094,81443.375,81588.71094,66568.61719,85705.94531,76972.49219,89627.9375,78246.60156,77562.80469,84116.35938,76742.64063,84171.14844,90801.89063,83421.92969,93649.5,"IGF1"
"D6RFD9;Q9JJ59","Abcb9",63906.51172,135354.6719,203395.9688,112420.8516,161538.9219,95905.14063,106213.1641,121503.8359,202569.7344,184523.9688,139060.5469,169930.9375,104501.7813,157767.7031,191069.0625,138098.2344,112226.6406,110458.3672,145007.2969,84141.60938,150373.6094,261230.3438,352738.125,171436,155115.6875,170358.4531,157159.9219,80545.21094,123911.5703,77132.82813,66686.83594,"ABCB9"
"E0CZ30;E9PWG4;P05977","Myl1",,,,,,,,,,,,,,,,,1880.108154,,,,4035.549072,2069.24292,,1305.085449,,,,,,,,"MYL1"
"E9PUM3;Q9WUB3","Pygm",,,,,,,,,,7415.571289,,,,,,,,,,,6583.054199,22834.42188,,,25368.14648,,,,,,,"PYGM"
"E9PV24","Fga",22439554,25394012,26581700,23324582,23236222,21080496,23183768,23421384,27209912,27086186,29043018,26975662,28603548,28242726,25784116,25509782,27523150,27073918,26610558,23899424,24112014,23609408,21751896,25206320,22256474,28213604,27742266,23479264,29533250,23475284,24958286,"FGA"
"E9PVW0","Mup8",365040.0313,605597.3125,447049.875,200885.1406,292262.0625,380549.6875,277724.8125,470944.7813,348779.6563,445944.5,492242.875,332693.6875,372367.2188,296174.7813,384200,300742.2188,294767.7813,261387.2969,252890.5156,10529.59961,257665.6875,179947.1406,187656.0156,546748.25,155898.2344,168460.2969,372810.75,146993.7969,215129.6563,314117.4063,175380.7813,"MUP8"
"E9PX63;O19441","H2-Q1",199359.3281,193649.375,78470.27344,185673.1094,228274.4844,154215.7344,181995.1563,193964.1406,94861.01563,96168.25,86388.14063,64776.43359,104385.6016,142509.7031,114565.7188,140182.5,108575.4063,164073.3594,161741.1563,61416.85156,110667.4766,85713.65625,101364.4922,71280.46094,76514.52344,154995.8594,164568.4063,87759.02344,102851.1406,188741.0469,250445.125,"H2-Q1"
"E9PX70;Q60847","Col12a1",103744.8047,,,98926.53906,101369.7969,122892.4375,89112.29688,2560.234619,,,32316.37891,32129.4375,13780.93555,150434.5,,36666.72656,,,67441.61719,62145.65625,75392.42188,143044.1094,,,,,21002.63086,52694.84375,56568.89844,129048.0859,,"COL12A1"
"E9PZ00;Q8BFQ1","Psap",319042.1563,296812.625,270244.7813,293235.3438,389084.9063,373624.5938,320069.8125,360026.375,264985.9063,254172.8594,284276,294148.0938,233226.7656,318218.6875,295039.1563,255530.7813,283072.875,294853.0313,297796.9063,273448.6875,257071.4063,261185.9375,243493.1563,253267.1719,239335.8281,245497.3281,230590.875,248998.2813,259301.625,240161.8125,260217.625,"PSAP"
"E9PZC3;E9PZC4;Q923D2","Blvrb",22589.63281,13086.61816,,,,147039.5781,259681.8281,,9308.237305,36520.73438,,,,,,19731.91992,,13284.90625,,,,,,,49326.05859,,,,15906.34668,119186.5625,22632.38672,"BLVRB"
"E9PZD8;Q61147","Cp",5567475.5,4506662.5,4530319,5714753.5,5444591,5531953,6242749.5,6082514.5,4505246.5,4417516.5,4569404,4820300,4746613,5954497.5,4416145,5063409.5,4387004,5284464.5,4995358.5,8617726,5345662,5909334.5,6128467,4419064.5,4680308.5,4160326.5,4134028.75,4579853.5,4780703,5172415,5342281,"CP"
"E9PZF0;Q01768","Gm20390;Nme2",59585.03125,28148.70703,44294.39453,53791.375,76957.80469,71875.05469,106081.25,64172.35156,37780.53906,30021.50977,20706.01367,26430.92773,34076.25,47924.80859,23841.66797,43057.76172,25797.65234,38640.03516,43187.54297,72016.64844,42204.83594,50203.97656,59489.51563,27469.47852,51581.78125,25276.04297,43743.89453,43832.85156,28401.59961,56197.95313,37779.71875,"GM20390;NME2"
"E9Q092;E9QM92;Q3V1J8;Q8K0D2","Habp2",124888.7031,129613.7734,139143.75,127672.2656,116340.2578,124586.8516,130985.2344,132370.7969,114420.0703,119680.5078,125105.0547,128579.2031,120074.3047,137706.4531,107617.9844,119337.2031,122731.3984,125091.2813,124266.2891,148366.5938,127605.6094,120073.2344,112724.3672,119811.4531,129324.9609,120624.3359,126568.5703,122717.8203,121323.9063,120563.4688,124199.5781,"HABP2"
"E9Q0B5;E9Q9C6","Fcgbp",24231.5957,22188.90625,22580.16602,19552.0332,17172.10156,22095.23242,16828.60352,22906.29883,19856.30664,22547.69336,20613.56445,21858.32617,15694.93262,21341.93359,20657.14648,21919.12695,24681.42578,23195.25391,21166.29102,80759.59375,22228.73633,15788.8291,25967.92773,25132.56445,27297.5293,21803.95703,23636.97266,19919.69141,17194.66211,30092.19727,13663.21387,"FCGBP"
"E9Q0F0","Krt78",113950.2891,51108.99609,43569.08203,53048.73438,52889.97656,66330.4375,33320.97656,71630.39063,46919.83594,15496.74707,58373.10156,43512.78906,49733.84766,26409.7168,28644.31445,77490.71094,106473.2188,32018.24609,9663.235352,200789.3906,55701.07422,21184.56055,119329.5234,44467.35156,19268.53516,69920.84375,57138.50781,42075.25,33497.61328,30149.06641,52526.76563,"KRT78"
"E9Q414","Apob",2973490,3573809.5,3311947.75,3853795,3839515.75,3691600,3860362.75,3595972.75,2706988.25,2796928.75,2459764.25,2858221,3081689.5,3361304.75,2547158.25,2326717.5,2416829,2254019,2527983.25,2874057.5,2395529.75,2918083,2728429,2695463.75,3514510,3182273.75,2923508.75,3208469.5,3192158,3766237.25,3496267,"APOB"
"E9Q561;P10630;P60843;Q8BTU6","Eif4a2;Eif4a2;Eif4a1;Eif4a2",,,,,,,,,1991.055298,,,,,,,,,,,,,,,,,,,,,1615.084351,,"EIF4A2;EIF4A1"
"E9Q6C2","C1s1",798002.75,793569.25,914577.25,844366.4375,816262.6875,828546.3125,720455.5625,752932.25,847000.875,734643.8125,794284.4375,813184.1875,864479.0625,847465.75,747044.8125,803044.25,819264.5,796785,793577.375,739051.8125,753794,818928.125,819615.9375,807315.1875,760681.125,779076.125,719668.25,815461.5,778596.4375,818538.75,783364.8125,"C1S1"
"E9Q6I2;Q61730","Il1rap",1799890.125,1895577,1610659,1626877.375,1575380,1735885.75,1555790.75,1651307,2103703.5,1983383,1974091.25,1974045.25,2234949.5,1843126.375,2134533.75,1798225.875,1885312.625,1800647.875,1882842.125,947061.625,1873548.875,1690281.125,1687244.625,1831832.5,1815006.875,1820265.75,1739338,1684569.75,1566210.375,1571035.25,1729805.625,"IL1RAP"
"E9Q8B5","Gm4788",1020043,1163991.125,1136191.25,987152.5625,988837.25,971941.75,953030.0625,1010593.375,1163158.75,1261176.375,1224630.625,1161201.125,1285781.75,965215.75,1364670,1108489.75,1177796.75,1003407.375,1028816.875,636051.375,965771.9375,948049.25,903915.625,1125165,1068639,1100277.375,1106661,1158545,1129288,1156382.375,1069979,"GM4788"
"E9Q8I0;P06909","Cfh",6870632,6976497.5,7823835.5,7325643.5,7241166.5,7649033.5,7468833,7416754,7385448,8525767,8009074,7718237,8086872.5,7937803.5,7693349,7399763,7835130.5,7444794,7692270.5,6502249,7049176,7067816.5,7213964,7082992.5,7264541,7363077.5,7516817,7641871,7883760,7593825,7884038.5,"CFH"
"E9Q9Z9;P97399","Dspp",,,7922.260742,,,,6240.365234,4167.35498,8981.699219,10522.43457,17417.99805,8840.260742,12028.89453,7960.329102,8186.722168,5629.80957,7944.075684,8012.653809,7577.254883,8031.317871,5626.602539,,6947.29834,,7338.553223,8049.476074,6473.490234,7640.72998,9104.708008,10020.02637,9663.368164,"DSPP"
"E9QN70;P02469","Lamb1",24302.91992,13145.98145,38149.42969,24914.76172,38579.46875,27022.59766,28760.10156,24660.27734,15858.04004,9161.600586,20163.13867,20497.71094,,20381.19922,20192.81836,17959.10742,8370.475586,13350.95605,16430.55078,40203.58984,19023.77344,21178.93164,26869.23242,20985.68359,16086.08984,,20076.11328,22279.94922,14973.59766,18945.21289,18300.42578,"LAMB1"
"E9QNE5;Q9ET66","Pi16",50248.53906,46840.32031,63342.19531,57500.48047,43263.8125,48541.21875,46365.61719,42688.14453,59714.59766,65649.58594,58388.6875,56297.69141,58351.95313,33874.77344,58915.88672,61247.41797,74375.64063,65479.88672,57967.44922,79743.78125,60395.98438,53724.08984,53997.91406,58044.57422,65818.03906,52585.35156,65761.59375,58044.6875,58919.71094,53100.64063,53429.46484,"PI16"
"E9QPK1;Q8R1U2","Cgref1",9097.798828,18383.79492,15543.37891,3924.196289,2867.219727,7406.555664,8092.004395,12566.76465,8568.383789,8584.8125,6863.961426,15697.60938,3774.464844,10717.23633,8076.094238,,6282.708008,7040.020996,6252.94873,10192.71484,7197.612793,8058.019531,10157.68652,,10253.21387,,7356.669922,9260.092773,9435.345703,8684.989258,,"CGREF1"
"E9QPU1;Q8CIZ8","Vwf",17941.82422,25334.91797,39257.87109,18486.37109,49528.32031,12747.01758,20040.375,54288.73828,39296.47656,19740.09961,46259.70313,42492.68359,56784.24609,32843,42178.08984,32309.00391,36177.34766,58018.14063,47498.12109,42541.76953,20821.01953,19323.01953,13904.3125,29654.33984,11818.97266,50816.41797,32218.73047,18387.25391,70725.71875,8771.671875,25419.16016,"VWF"
"E9QPX1;P39061","Col18a1",30602.06445,,31976.76367,31627.22852,32425.4375,36225.60156,28389.57617,31593.18555,30507.5,31608.69531,39513.32422,28354.49805,39025.41797,25582.93164,20922.07422,36897.12109,39543.41406,46694.1875,37289.06641,26034.54102,37861.34766,36710.40625,35262.66797,33767.45703,28643.95508,34069.02344,36185.875,42227.96094,40497.74219,37793.26953,37052.33594,"COL18A1"
"F6RLD8;P97812;Q80XI9","Ihh",9460.664063,,10635.10547,14307.48828,16046.96484,12500.46094,14787.18457,12752.5752,19052.35938,12978.26758,16010.75293,14722.54688,11841.62598,12135.75684,,12208.81055,11331.95605,11700.49707,15626.74023,13507.87598,12861.44141,11203.77539,11977.4873,,10668.125,15364.37988,13712.63184,18057.61133,,11472.07422,,"IHH"
"F6TQW2","Ighg2c",8617776,4368437.5,3280969,3543148.5,5452050,3685747,3784174.75,1760355.875,9406952,5757198,2259055.25,6921338,4891688,1521354.125,5800182.5,3684069.75,4397209.5,3655718,6360186,7868584,2791255.75,5348038,2895706,8745470,2977848.5,7122204.5,4513700,6412371,4359562,1255821.875,3683972.25,"IGHG2C"
"F6WR04;O70370","Ctss",18114.13281,18968.17969,15306.08398,17541.00195,16436.46289,20439.32227,19256.18164,20399.65039,16874.45508,17930.92578,19572.48438,17718.11523,21181.32617,20092.65234,22364.81836,19402.8125,20267.375,20585.2168,18275.08984,38158.22266,19353.85352,16511.52148,24433.08789,16402.94531,20661.27148,15721.19336,16210.1084,20311.58008,18830.90625,22131.04102,20785.12305,"CTSS"
"F7BAE9","Trf",166664.2344,142254.5156,132148.9844,177754.9375,146183.6563,143274.2969,169049.1406,155853.5469,133555.5938,130188.2578,160256.3281,128381.125,160339.9375,153166.1406,165246.7188,188306.125,204208.5625,170781.4531,163934.4688,190034.5156,147743.2344,126340.875,160405.1406,120458.6797,137478.4688,116959.0781,149352.7813,155176.1875,145533.1875,136236.3438,151700.6875,"TRF"
"F8VQ07","5830473C10Rik",18995.00586,20878.86523,17067.04297,21082.78906,16855.48242,18229.78516,22848.03711,17352.39648,14791.47168,14056.26758,14160.42285,17314.06641,16179.04492,14182.63672,14658.94336,21651.62109,28206.50391,19790.30469,24222.96289,16759.14844,24479.64258,21324.32227,18189.38281,26396.28711,25883.00586,24137.8125,27442.00781,29244.48828,28883.60547,23909.74805,27856.85742,"5830473C10RIK"
"F8VQD7;Q05909","Ptprg",,,3981.0354,,297.3726501,374.1222229,4366.878906,3652.188477,,3403.525635,,2750.61499,3790.955322,,3498.821045,,4652.980957,,4704.871094,7119.651367,5067.459961,4188.623535,,3902.556396,3934.68457,3426.287842,3517.26123,,3770.701172,,3095.292236,"PTPRG"
"F8VQM5","Sis",1469.460815,,,1737.205078,2843.881104,,,,,1468.647705,,,,,,1545.005859,,2784.117188,2349.638428,,1575.875,1663.614136,,2048.98584,2122.109131,,,,,923.0031128,2141.966309,"SIS"
"F8WGK6;P50405;S4R239;S4R2L6","Sftpb",9701.527344,14470.61035,,,,,,,,,,,,,,,,,,,13483.61914,,,,,,,,,,,"SFTPB"
"F8WIP8;P10923","Spp1",,,2440.002197,,,2971.768799,3133.991699,3211.3479,6073.793945,4297.748047,4244.304688,3693.547119,5939.324219,3300.952148,3950.143311,5095.736328,5183.498535,2326.952393,5156.4375,6049.528809,4083.112793,3746.906738,3011.595459,3685.567871,2277.168701,2501.431152,4801.167969,4346.526855,2287.262207,2885.361084,3350.787109,"SPP1"
"F8WIR1;P18242","Ctsd",12945.95898,,16462.82227,12873.87793,16084.72266,15006.12988,13334.12695,17295.67578,16361.3291,12936.30469,17317.68555,15669.03125,13015.90137,16510.17578,16914.9668,16033.89844,13391.21484,14990.72266,14757.74219,18753.2832,18523.10742,15529.74902,16897.96875,13562.63672,12346.09082,10189.47363,10565.92578,14182.19727,13052.1582,13277.5166,9589.22168,"CTSD"
"G3UXD0;Q9QUK9;Q9R0T7","Try5;Try5;Try4",34877.81641,,,52955.65625,39234.78516,55124.12891,24527.62891,32869.65234,,46973.19141,,21863.44922,59545.61328,19219.45117,30087.30859,51085.20313,42098.44141,28458.1543,49339.80469,24652.32617,62428.12891,39718.77734,,34898.21094,31292.77344,18815.01758,13840.72266,49950.58203,37491.90625,37377.52344,29484.76172,"TRY5;TRY4"
"G3UXR2;P97321","Fap",,,,,,,,,,,6499.925781,7172.162109,18184.76172,,8734.856445,8453.959961,,8102.470215,,13405.74902,,10346.04492,11572.66504,,7729.910156,5658.291504,10711.99609,7651.408203,,,,"FAP"
"G3UXY9;Q9R1E6","Enpp2",29182.61523,26408.16602,25820.39453,26593.20313,30118.60938,30166.25391,32035.06836,30406.18945,20028.80273,17204.36914,19886.73828,23898.63867,25412.72461,29359.49805,20259.4375,28116.01953,26887.77148,23634.92188,28526.19531,47852.05469,39202.74219,36974.62891,35827.07813,28910.08203,32181.94922,28772.72461,27204.63281,28730.30273,27129.44531,36019.76172,33795.58203,"ENPP2"
"G3X8Q5;G3X9T8","Cp",474795.1563,164237.5469,18257.56055,,,87902.35938,77162.33594,100685.1172,199663.9844,104514.1484,140326.3438,,,,,741890.375,977095.5625,,,,,,,2383105.75,89161.78125,,,,,25885.90039,,"CP"
