"PG.ProteinAccessions","PG.Genes","Veh.1","Veh.2","Veh.3","Veh.4","Veh.5","Veh.6","Veh.7","Veh.8","GDF15.1","GDF15.2","GDF15.3","GDF15.4","GDF15.5","GDF15.6","GDF15.7","CR.1","CR.2","CR.3","CR.4","CR.5","CR.6","CR.7","CR.8","CR.9","CR.10","CR.11","CR.12","CR.13","CR.14","CR.15","CR.16","Protein"
"P01798","",31246.1875,8062.671875,,43805.98828,10626.24121,,12433.82031,,,14117.51953,,4868.445801,16508.25,12100.5752,28304.01563,,10715.0127,19808.14844,,1279533.625,13228.3623,,,,3957.16626,42128.61719,23890.61328,,,,,
"P01801","",272761.6563,295059.625,749072.5,467058.5,967536.125,294869.9375,331471.9375,311508.0625,223563.7813,537168.9375,253949.7656,457316.4375,471233.1875,328885,407706.0625,383591.25,1314735.125,410767.875,224509.3438,3281853.25,637215.375,322624.8125,204981.7344,452227.4375,199550.0781,503677.3438,194878.2656,361877.125,299581.0938,449416.1875,278937.1875,
"P01803","",19162.5332,17276.95313,14993.26953,7750.178223,157863.0781,,10677.29199,,15037.06152,,5088.911621,,,7589.255859,15181.37109,,21561.21875,54776.69531,,,,,,,,,8211.43457,,,23775.02734,251459.3594,
"P01811","",61956.83203,,,,,,,,11819.21289,,612185.75,68142.35156,,,258113.875,,,106711.9922,14404.64551,,,52490.8125,,81872.63281,,277331.4688,38554.125,46952.40625,50422.16797,,30170.05469,
"P01844;Q99JC1","Iglc2",150502.0938,233056.2031,715021.0625,175338.0938,123702.4609,244303.0781,241450.2344,245160.1719,281806.5313,234844,258223.6406,114550.3984,287971.0938,281061.5625,119743.6719,441926.2188,125733.8203,182964.25,249102.8125,598367.0625,515728.2188,142722.6719,151873.0156,246249.1563,206287.7656,182870.5313,268156.0313,152293.7813,257953.0938,160573.0781,231942.125,"IGLC2"
"P01872","Ighm",62730840,62045028,69125024,84565512,62891560,54868688,51744740,50782852,84821240,34247964,56797800,57006120,32375760,35242872,55783632,51953012,71851160,63248396,61572136,52285512,38996840,62884504,81606136,77684816,65158344,81978784,47534564,55474828,56687072,48882096,60070564,"IGHM"
"P01878","",838601.4375,329669.7188,429084.4375,665205.875,797658.125,574983.875,731827,857535.875,598675.875,588030.5625,602018.75,443231.25,739395.1875,549234.25,670300.4375,428962.875,594276.25,458695.5938,393359.7813,33916172,715179.6875,484905.8438,839308.125,405952.7813,606516.375,615076.875,590640.75,620434.4375,583687.25,611672.9375,915365.8125,
"P01887","B2m",3117385.25,2404659,2233988.5,2643078,3140299.25,4166788.5,3898407.25,4027434,2379835,2013566.625,2101059,2346872,2268300.5,3374845.75,2180924,3332838.25,2719292,3442852.25,3396450,1733083.125,3624098,3395396.5,3761161.75,2557577.25,2832737.75,3602409,3613769.25,3240351.75,3687437.25,2981813.75,4408461,"B2M"
"P01898","H2-Q10",4774646.5,3462739.25,4402867,5047141,5545671.5,5429144,4977755,5308102.5,2826261,2228760.75,2299423.75,2863271,3021313.75,3814968.25,2502149.5,4408691,3721757,4543408,5042165,2482870.5,4465938.5,4890743,4810291.5,3737560.5,3911220.25,3874720.5,3938341,3919270.25,4300212,4070930.75,4003393.5,"H2-Q10"
"P01899","H2-D1",101398.6719,337579.875,180076.0156,44371.70313,42546.125,96377.66406,92695.66406,81807.09375,,47631.93359,,56728.47656,,81191.83594,,82293.02344,65093.84766,88525.3125,87283.71875,58301.19141,73318.51563,80317.63281,81294.72656,65891.125,49978.3125,46893.3125,44001.47656,38517.04688,73063.46094,82486.8125,45506.43359,"H2-D1"
"P02089","Hbb-b2",909530.5625,1083585.625,753777.5,585225.75,538778.375,749664.8125,1275619.5,159438.625,1337215.75,1961187.75,446142.0938,333530.9688,1562423.375,517597.7188,367214.4688,1186947.75,729349.5,483595.2813,832473.9375,327374.5625,528077.5625,711998.1875,663503.875,384875.5313,1362903.375,433985.0938,1503651.375,916908.5,332003.25,1263246.375,437836.6875,"HBB-B2"
"P02104","Hbb-y",366748.375,165902.3125,57195.04688,188012.5625,51444.70313,279084.1563,381549.6875,14461.18262,524837.875,720275.25,33738.64844,27137.60742,360235.1875,360751.7813,33018.45703,402363.9375,213257.4688,247354.5625,83289.17188,27254.8457,49795.26953,103888.7813,89487.10156,54870.57422,609871.8125,170891.7813,532989.75,306689.8125,107181.375,459967.9688,217180.3438,"HBB-Y"
"P02816","Pip",,,9749.255859,,,3314.758301,9501.31543,4253.979004,5082.720703,6881.854492,4839.666992,,,3945.106445,4265.873047,,,3211.127686,3889.797363,,3304.98999,4842.896484,12646.33008,5500.068359,6148.78125,3679.049805,7296.978516,2134.272461,3458.104492,7089.213379,5319.665527,"PIP"
"P03953","Cfd",486404.4063,791330.375,642166.625,587865.4375,466903.6563,475516.3438,447716.1563,477277.7813,833591.8125,737418,823256.0625,700190.1875,752766.4375,398273.9063,652591.75,608400.75,863500.25,597569.8125,705494.9375,1057744.25,576782.3125,494759.3438,485197,791818.6875,709095.5,665219.6875,742235.0625,603712.8125,553660.875,556078.1875,476078.9063,"CFD"
"P03977","",381443.2188,483001.75,3536811.25,73821.20313,300444.8438,240028.8125,114258.6875,169639.2188,2653188,89633.33594,304061.625,1036033.563,76118.15625,44271.6875,1114919.25,733863.25,209546.2031,594538.8125,98072.74219,,63277.81641,91573.35938,462285.9688,108914.4453,307539.25,1010812.125,180266.6094,160272.9219,533401.0625,523689,114713.2344,
"P04104","Krt1",107098.5313,40674.1875,37980.59766,41833.82813,40980.32422,52135.26563,23667.4668,43011.43359,36335.33984,7744.088379,45435.28906,28343.69727,29250.26758,17165.43945,16668.13672,60222.51563,65132.70313,19018.25195,,141012.6094,30017.76758,18364.65625,41033.96484,25039.40625,14412.1084,47235.03906,42317.68359,26668.01172,23079.17383,30354.58789,42402.42188,"KRT1"
"P04247","Mb",7352.949219,13238.15625,7288.473633,8994.761719,4640.214844,7751.477051,,,,8276.288086,,,1963.513672,6818.834473,,,8435.537109,,4759.220215,4600.619141,11229.55469,16321.20605,9622.072266,,20596.60352,7354.076172,7981.373047,7617.840332,,9500.396484,34204.25,"MB"
"P04939;Q3KQQ2","Mup3",134497.4063,200818.9688,179356.8125,118513.1641,150233.7031,153265.5625,142948.4531,170525.5156,158423.1094,200574.4063,197157.25,169715.0469,201765.9219,102933.0703,174067.2031,142308.8594,165608.0156,159018.0938,134177.6094,58361.11328,132726.1719,103936.1172,105371.7344,178922.4375,123977.4141,131812.3906,196261.4688,146904.4531,180431.5938,227977.3438,150856.2969,"MUP3"
"P05064","Aldoa",24892.07617,26892.78906,31619.25781,21002.50586,27100.73633,25645.62305,23153.18945,18839.65039,24485.68555,28982.47656,16419.19922,16356.51563,18829.0918,20996.13086,17311.21875,18172.26367,27077.96875,19735.03711,21330.69531,32845.57813,33845.88281,27281.82227,22782.95898,22111.87109,34468.73828,18129.0625,25495.85156,29603.64648,14070.2002,28902.47852,30827.03711,"ALDOA"
"P05208","Cela2a",51477.82422,54969.84766,62117.84375,65157.42969,50673.20313,57568.71094,53900.21094,67526.41406,88425.42969,153244.8438,93635.71094,62811.90625,153081.4531,50318.05469,57943.43359,99928.30469,53547.35938,68443.83594,62740.32422,30719.30664,77257.28906,53808.12109,45114.80859,73926.13281,41621.90234,75707.59375,57080.70703,48524.78906,85154.00781,72247.64063,55557.4375,"CELA2A"
"P05213","Tuba1b",21249.2832,53536.36328,10893.56836,28121.83984,22341.66797,27426.19922,19219.23438,15750,17076.35352,15402.01367,8168.405273,10278.84766,11188.91211,10693.82715,,9779.311523,12279.62402,11414.55371,14064.36328,13696.66797,,16089.6748,8238.792969,,11809.34082,8703.555664,9386.554688,12243.06934,,18047.20898,9378.361328,"TUBA1B"
"P05366","Saa1",700162.25,389526.375,632030.125,811863.8125,616811.1875,913011.1875,1012893.813,802116,98147.14063,228796.2031,198469.4063,494610.2188,107891.2734,718150.75,126332.1641,736725.5,201670.2656,458938.5625,559293,193243.125,345559.5625,693781.875,315657.1875,296197.2188,326137.4375,164955.3594,171209,324987.125,890519.5,628451.75,440587.4688,"SAA1"
"P06684","C5",3603709,3542926.5,4134281.75,3685212.25,3958443.75,3778452.5,3752016,4075326,4168106.25,4989468,4667554,4591834.5,4058624,4363130,4292139.5,3914060,3831935,3799752,3736529.25,3700587.25,3758186.5,3565098,3502339.25,3658212,3360001.25,3402287.75,3556940.75,3660790.5,4126197.5,4192568.5,3542003.5,"C5"
"P06728","Apoa4",22310386,19047900,19438878,23780720,23228714,20575538,21600042,23916430,16454572,16304819,17101812,18741902,15696734,20637688,18446408,18968078,19155440,18072710,19882388,21871424,19950008,19285478,20589316,17397342,22706290,19574246,21690234,22073350,20407286,22849042,20556026,"APOA4"
"P06801;Q3TQP6","Me1",31309.98438,,7174.177246,27658.51367,41904.14063,36569.03516,41542,36179.77344,6957.156738,5152.564453,,5931.628906,,19519.96289,5671.055176,12780.9873,10423.43555,15550.12793,16437.25195,24567.7168,27959.58594,35560.00781,28497.69141,7387.69043,15620.43848,5579.717773,6729.989258,10721.47949,7288.894043,16104.875,15260.86133,"ME1"
"P07309","Ttr",23292666,16785618,17314180,21855270,21671966,21474762,22833512,22588268,18167614,15639229,16859782,18315664,17266510,21235216,20671182,23299758,21243838,20214320,22916614,11031611,25197178,24238014,22146436,19473358,26514522,26007022,22831912,23815222,21626826,21154046,23004124,"TTR"
"P07724","Alb",1520908416,1479904512,1310485248,1471736064,1400181888,1445000576,1414942976,1348134272,1512776832,1249609344,1462143104,1350717824,1482106240,1251397248,1521427456,1526915456,1669141504,1569340544,1591195136,1473749376,1573124864,1446397312,1437785216,1425379712,1601522304,1558204160,1589579392,1627225984,1538387840,1427034624,1642208512,"ALB"
"P08071","Ltf",193705.0156,174790.0781,236598.7969,150517.3438,224628.7031,202123.8594,204073.9219,202774.2188,181764.4688,198510.5625,194192.4531,167019.7656,224888.1406,210466.3906,209509.5938,195418,200039.8281,185289.4688,221361.2188,238928.6875,217724.9219,189935.5156,237711.0469,192606.9063,186184.8438,175422.875,165307.5313,149890.375,180019.4063,162974.4844,199201.7969,"LTF"
"P08113","Hsp90b1",13882.11426,6441.933594,7629.318359,13455.53125,15757.71582,14387.02246,17131.99219,13830.04785,7544.177734,9014.90918,7915.990723,7501.108887,7774.447754,11192.23047,8514.111328,,9824.081055,,9955.756836,21651.91797,10557.84082,10159.23535,10959.06055,11553.19238,10434.5459,8047.025391,7290.141602,9024.833984,10490.27832,13071.48828,11102.81055,"HSP90B1"
"P08226","Apoe",29626756,24747764,21872968,37286888,29245310,32110254,36602128,32709064,13917119,12080375,12386480,16816528,8889502,23095346,13304474,16330298,7968894,13180998,17171798,7557497.5,17295654,23399380,19984650,20166390,32754740,22606350,23922356,21283612,22262204,27887228,23151788,"APOE"
"P08228","Sod1",31905.67383,25730.37695,32606.49414,26483.45117,24757.73828,34708.03125,36420.45313,13979.27246,49998.22266,57614.38281,12867.82227,17220.98047,34402.28125,35897.48828,17853.14258,39736.65625,30309.96875,28761.40234,38966.85156,15350.21582,35872.58594,40887.86328,46465.43359,20952.55273,61893.79688,28059.66016,52249.57422,49252.53516,18810.25195,51692.50391,22366.19531,"SOD1"
"P08607","C4bpa",419212.2188,395523.9688,476039.625,439783.8438,445427.625,484094.4063,409501.875,440643.3125,429602.25,409401.875,362394.9063,350978.7813,335501.0625,346099.0625,368705.0625,362450.6563,405411.0313,392190.375,420323.2813,611359.1875,421607.7813,450694.5,376538.875,496000.375,420269.4375,352718.2813,447106.1875,405118.8125,448389.6875,387032.875,386297.5313,"C4BPA"
"P08905","Lyz2",153393.5469,136781.3438,165582.1875,124810.4922,122887.875,132951.8906,136066.7344,126431.125,110871.3281,134073.1563,114564.1875,96049.35156,156390.1406,109450.6094,130651.2578,139323.0156,148499.6563,129302.0938,137223.6719,117913.6719,160489.2188,155137.5469,160259.125,135240.5938,156203.5938,94953.28906,145888.3594,152481.2031,136922.3438,162225.1406,162496.2969,"LYZ2"
"P09103","P4hb",10243.25195,10404.24609,7755.461426,10702.42773,9230.917969,10102.76465,12026.64746,10570.0166,6298.756348,7616.634766,6649.085449,7833.794922,8024.969727,8872.370117,6648.804688,6901.145996,7889.71582,5810.811035,7347.789551,9564.713867,7106.007813,6574.269531,8134.395996,6396.788574,6737.135742,6053.711426,6458.640137,5045.530273,7118.033691,7960.068848,4485.579102,"P4HB"
"P09411","Pgk1",6614.46875,,8488.145508,5410.98291,4107.109375,5877.085938,3670.380615,3138.265137,5729.601563,9041.197266,,2064.863281,4062.176514,7412.56543,,5957.083008,6555.277344,,,,7409.948242,7906.061035,11250.29395,,9537.424805,,9259.629883,,,10401.85156,5062.307617,"PGK1"
"P09470","Ace",31543.85156,124127.2344,41519.89063,30917.42383,46250.82422,39143.15625,31679.40039,43058.47656,50936.89453,39018.70313,44685.01172,35830.50391,38212.90625,28093.76758,43810.21094,37078.81641,49678.95313,41717.72266,39365.72656,57262.73828,30133.78711,29986.17773,,36731.88672,37385.91406,39107.0625,31767.8125,37325.59375,32599.19336,32687.80859,36147.85547,"ACE"
"P09581","Csf1r",350502.0938,326872.125,372943.625,322037.125,359054.875,348955.4688,310691.375,348207.75,267212.8438,279192.125,260694.4844,296646.125,317175.2188,329361,336681.4063,346793.2813,385838.25,326156.0625,345056.7188,581328.25,371970.2188,348236.0938,317918.375,297126.5313,359655.7188,329235.8438,322390.3438,319784,277670.9688,320108.4375,329354.6875,"CSF1R"
"P09813","Apoa2",131217248,103991712,103964464,128816656,106291840,121112288,124683144,120110304,100109856,78477608,90419960,99013152,96480360,99611712,84316576,132376040,123326560,109425232,128491200,26739802,132213848,111034392,118894808,110015984,122028088,96508760,116352768,109623704,109587040,85222576,114832944,"APOA2"
"P10126","Eef1a1",10434.85547,,10738.30859,,6964.324707,13992.20215,17291.64844,6645.829102,9155.548828,11578.86914,6604.390625,5335.750977,8433.378906,7603.191406,3110.515137,,6909.061035,7557.029297,8030.870605,9062.261719,8292.032227,8002.069336,17559.02734,4915.251953,3650.325928,3885.488525,7507.364746,10572.31934,7427.882813,10729.70313,3128.73877,"EEF1A1"
"P10493","Nid1",11380.44141,10235.88965,10296.74023,14002.39258,15599.9209,15575.60059,18454.14063,17545.73047,5154.764648,7954.245605,6711.27832,7489.460449,7672.134766,12943.7041,7586.077148,9264.732422,,9623.924805,10274.72949,29433.45703,9894.021484,13749.0752,11055.74805,7562.310547,8801.533203,6918.166992,9029.439453,9181.21582,10433.59961,11331.28223,10508.1875,"NID1"
"P10605","Ctsb",99726.79688,83117.29688,108830.0078,117075.8281,114017.125,124745.375,107195.6328,117591.1406,97143.39844,84375.97656,92225.15625,106553.7734,94229.94531,111826.3047,96865.69531,108385.9531,98803.34375,102546.7969,104675.625,125295.4844,123345.4688,111928.0781,125162.0391,89240.60938,99951.6875,97630.79688,92735.375,96499.32813,104052.4375,115500.8828,89809.82031,"CTSB"
"P10810","Cd14",,,,6069.946777,4324.721191,5757.061035,9000.401367,,5466.181641,,,3878.698486,4456.169922,5237.796387,3889.343506,18957.32813,3048.957031,3362.454102,,6926.455078,5531.329102,4680.027344,5213.871094,,5257.748047,3846.668701,,4467.839844,5320.827637,6662.278809,5975.443359,"CD14"
"P10852","Slc3a2",2735179,4948086,4256022.5,3067669,3624925.75,4685561,7140768.5,4550437,3804117.25,3468203.75,3475766.25,3627909.25,3635464.25,5049074.5,2699510.75,3032176.25,2967428.75,3481444.25,5756117.5,7926716.5,2161596.5,3569161.25,3424180.25,3180392,3443012.75,3337181,4682761.5,2366772.75,3143591.5,6057215.5,3643659.75,"SLC3A2"
"P11087","Col1a1",14855.34277,,28724.82813,19650.41016,20791,21644.51953,16321.61719,17234.29883,,,,,19290.51367,10483.23828,,13204.65234,18887.44141,16261.88086,15026.79883,17391.73438,,,,,15422.47168,,22646.25,11399.2207,,13758.80566,13154.02734,"COL1A1"
"P11152","Lpl",11450.74219,9658.992188,11901.19141,13428.01758,13411.94922,10660.69922,12174.44043,12375.53613,9743.461914,5846.407715,8914.772461,8072.021484,9344.989258,7031.140137,8394.630859,7790.677734,6979.327148,7384.52832,7888.469238,16051.72266,8831.147461,10733.07813,10892.81152,7897.458984,11368.00293,10011.09277,8714.417969,9792.09082,6124.980957,8967.939453,9636.392578,"LPL"
"P11352","Gpx1",41404.16797,24378.72461,35729.5,31711.13477,37503.03516,35878.82813,51703.33203,30739.10742,37708.13672,48632.35547,14334.84766,20765.35938,35230.63281,33801.86328,23541.79102,28923.04297,23508.80664,24913.56445,32841.39844,41147.42188,35858.12109,42886.94531,52148.27344,21199.07617,55231.84766,24411.94922,38750.13672,38289.71875,17989.6543,47666.14844,28571.76367,"GPX1"
"P11499","Hsp90ab1",37614.83984,43157.00781,50884.66797,34333.41797,35903.12109,33579.11328,39536.83984,32613.97266,16694.3418,19567.66016,11861.39648,12246.05957,15540.86523,21454.7793,12312.41797,16442.06641,13225.81445,15175.37402,19485.53711,46593.82813,18301.20898,21070.20898,29167.7793,9654.342773,21160.81836,14293.19238,13871.87305,16649.19727,14564.39746,20739.33984,13301.96484,"HSP90AB1"
"P11589","Mup2",251323.2344,443029.9063,432843.9375,178149.0469,254269.25,306399.625,239865.3594,385225.9375,303633.9063,419532.8125,372425.4688,254708.7813,372197.9688,239730.4844,324872.0313,261696.2813,276243.25,250950.2813,217174.75,8906.913086,234521.6875,217012.1719,193192.0469,501056.8125,185191.5625,206893.9531,438777.625,179674.6406,306471.0938,336181.375,236270.5625,"MUP2"
"P11590","Mup4",,,4032.490967,,,3393.759033,4859.727539,,,4097.134277,,,,,,,3553.858154,,,,,,,,,,,,,6420.21582,3502.714844,"MUP4"
"P11680","Cfp",1474915.5,1198011,1930544.25,1469580.75,1401455,1504059,1414825,1187987.375,1255782.75,1741587,1398530.5,1473195.75,2055749.625,1842719.25,2119062,1390121.125,1544156.625,1248793.875,1573677.25,3003272.25,1990342.625,1893971,1667493.125,1612249.625,1849798.5,1959240.375,1624641.875,1488955.5,1232949.875,1422511.25,1050764.125,"CFP"
"P12246","Apcs",104426.6172,69552.85938,94008.72656,108858.9141,99186.77344,87963.65625,89397.51563,67206.73438,65771.65625,68511.76563,60883.6875,67777.39844,48742.60156,72477,48653.64063,108199.6172,110593.5391,94862.09375,110922.6094,128318.0313,147492.0625,107442.2578,83687.17188,63302.92969,87454.76563,69716.125,66890.60156,112996.1016,163626.7969,130753.2578,71856.25,"APCS"
"P13020","Gsn",10177829,10431002,10107416,9937850,9549527,9763759,10068638,10426551,12103633,11039253,12669166,11197792,10983617,10581364,12261751,11566186,13070470,11835294,11953722,14657758,12495783,11343982,12066282,12374452,12250343,11683674,11891800,11152398,10630650,10416072,10771095,"GSN"
"P13597","Icam1",78630.03125,83020.42188,58871.625,56049.23438,60674.28906,64958.81641,61502.14844,56951.74219,58026.55859,59760.87891,58338.625,52120.07422,67035.35938,61845.74609,67224.79688,57776.26172,65763.21875,61228.71094,63314.01953,113984.5234,72375.00781,68190.78125,55671.97656,54066.69922,56466.30859,48285.28516,46569.98828,51670.01563,55455.78906,60696.49219,60951.66016,"ICAM1"
"P13634","Ca1",51644.60938,62490.33594,43281.33203,38822.46094,35276.76953,38736.59766,55437.24609,9671.40918,102749.2031,119659.7344,18901.29297,28615.61914,64994.10938,55714.21484,22500.11523,50488.80469,36808.51563,35295.27734,55897.66406,13768.14258,60257.80469,72152.82813,65199.86328,36075.90234,135996.9219,36858.32031,99505.00781,77508.14844,13127.72559,92732.32031,20283.53516,"CA1"
"P14106","C1qb",402255.9375,91150.92969,188378.2031,362919.25,333386.75,170279.1094,241371.9531,222269.6875,118465.9609,216881.0313,306745.1875,317292.2813,462921.1563,75275.25781,69252.30469,334694.3125,288537.1563,327232,262965.4063,551369,295903.8125,107245.875,414408.2188,315912.4688,197382.5469,271917.4688,219665.7969,210714.1094,152455.2969,311282.4063,71114.34375,"C1QB"
"P14152","Mdh1",36613.41797,,23647.8457,30207.69531,40965.52734,5253.330078,48682.78906,37752.89063,14223.60449,20778.8418,,,9327.105469,26952.18555,,20538.9668,17353.74414,,18388.19727,33261.52344,27169.5293,25893.06055,35290.62891,13761.72559,29266.41602,16430.94336,18944.24219,22336.86133,14809.82422,29185.70703,21428.14453,"MDH1"
"P14847","Crp",412750.9375,416372.1875,387010.5313,395546.5,422805.8438,411596.0938,495737.0938,421988.2813,380134.9063,390417.7813,402455.6563,425852.6875,408367.9063,472527.75,352214.2813,392068.4375,460034.9063,396271.3125,370837.2188,273791.1563,393297.375,380462.5938,343336.3125,368218.0625,414661.7813,390302.875,358127.375,396895.5313,413643.1563,445953,385430.0625,"CRP"
"P15327","Bpgm",34498.88281,68304.28125,7220.45459,4661.865723,6057.630859,22680.09375,30218.88867,,51360.71094,63663.375,18242.59766,13804.71484,39559.04297,33904.63672,,30768.55078,17982.58398,19882.67383,30070.02539,12985.83984,35603.15625,50803.41406,39036.96094,,70494.875,13752.58105,54399.74219,46067.89453,,43739.01563,13950.0498,"BPGM"
"P16294","F9",136921.7031,106125.6953,134381.0625,134924.2813,150571.2031,134907.25,128699.8672,130186.9609,121042.1953,119589.5313,119079.9063,114956.8828,114992.2813,142703.5156,124419.4141,118182.9766,119179.0313,118133.2578,103902.4219,90235.61719,129399.9375,109835.9609,104918.0625,101636.5938,107787.7422,121960.7344,111807.8828,104447.8516,117343.9766,129912.7266,114659.0859,"F9"
"P16301","Lcat",655838.0625,627795.375,668171.6875,663327.6875,673068.4375,671254.375,712429,734097.625,641346.75,581652.25,603256.0625,678138.5625,634354.125,668585.6875,588714.5,601439.0625,541896.625,608289.6875,674229.4375,653815.1875,567255.4375,636256.125,673294.75,681819.5625,634590.375,644136.5,600719.5,657379.4375,660931.0625,704848.8125,688680.125,"LCAT"
"P17182","Eno1",22506.42188,,19707.20898,21848.11133,23062.31836,21203.76758,26270.66016,19381.78125,27465.48633,20999.60938,12161.66992,,10837.80957,15694.11035,7830.983887,23457.14063,11962.07227,,,20501.48633,9696.731445,17088.67969,23959.45508,10705.65723,16667.11719,11807.17383,19207.25781,15053.62305,9702.148438,17155.02344,12699.00684,"ENO1"
"P18525","",1247224.5,561879.6875,600799.25,383188.5625,565627.125,597524,999576.6875,466866.4375,666620.1875,948959.375,1075252.25,433995.4063,266434.5,132269.5781,379586.7813,381810.8438,374659.2813,1536929.625,287368.875,814609.375,375804.7188,262106.0469,445299.5313,418723.9063,237845.6719,234779.0313,183354.3594,224256.6563,312633.6563,157752.5,279879.4063,
"P18528","",2330823.25,1241885.75,540305.0625,407707.0938,875146.875,1361556.75,1161054,437633.6875,2712333,1575150.5,1355232.75,7299182.5,846179.6875,565219.0625,1165962.625,3843636.75,520361.2813,1391904,1375193.25,844703.0625,534741.1875,1759339.5,544748.125,6655021,5221635,1091315.5,402270.0313,986124.875,1021970.125,1240453.5,621204.0625,
"P18531","Ighv3-6",281580.875,165885.0938,285215.1875,94711.8125,244118.2031,131143.7656,144283.8125,86885.54688,154839.125,213914.0156,142820.7188,142691.7969,94042.04688,166171.3438,134698.2813,171225.1563,141126.4219,201732.8281,98745.5625,135369.9375,77834.20313,172936.3438,108624.7344,87751.375,88146.32031,329573.4063,115591.9766,177269.5313,103440.6953,48194.64063,232496.0938,"IGHV3-6"
"P19096","Fasn",44181.69141,,1409.94519,9461.699219,13948.36816,9314.15918,25359.88867,18482.93164,168532.8438,,,,,16547.24805,19086.82031,7024.258301,,,9874.046875,9559.319336,11651.07324,13908.16602,15031.16406,5711.066406,12661.61719,,7056.59668,18152.52734,21736.54297,19487.70703,10619.3877,"FASN"
"P19157","Gstp1",8786.892578,,6456.51709,5467.668457,7742.565918,7364.395508,8882.579102,5378.292969,1635.15918,,,,,4950.159668,,4657.419922,3250.980469,,,8796.359375,4381.342773,8677.864258,10325.82617,,3910.062988,1679.185181,4265.429688,,,6938.109863,,"GSTP1"
"P19221","F2",9065466,8248619,8057497,9306433,8820744,8775711,9054897,9137431,8335581,7697784.5,7892301,8497229,7676571.5,9063656,8117895,8931610,8285526,8749404,8957664,6075548.5,8958090,9129142,9190846,8401679,8822005,8486436,8851681,8844200,8695693,8299296,8540397,"F2"
"P20029","Hspa5",32207.92383,30602.92188,26740.25781,31024.38281,35381.24609,34516.58594,39864.95313,42776.96875,20537.30859,22662.17383,23631.69727,25353.80859,23877.73633,33072.01172,23633.84961,27663.71875,27370.55078,23431.07031,26802.88867,45030.32813,32245.46094,33508.15625,32404.01367,24109.92188,31253.41406,22690.77539,23542.91992,26856.50391,25352.87891,32478.05273,30474.7168,"HSPA5"
"P20918","Plg",11431374,11746406,11789249,11053820,9816393,11306016,10762073,11227238,14547061,13512016,14648832,14161200,14472929,12978154,13388331,12566694,13320160,12884683,12299160,9265478,11791418,10464326,11293662,12888481,12460415,12374321,12637142,12623309,13508537,12450229,12499923,"PLG"
"P21180","C2",6836.013184,,7145.222656,7485.125,6337.902344,7055.984863,8752.167969,6669.596191,5409.424805,6706.958984,6051.064453,5651.651367,7905.388672,8206.660156,4517.977051,7649.331055,6686.141602,6632.775879,7725.984863,7880.770996,7049.296387,7178.805664,2789.963867,5611.310059,7489.928711,6421.513672,6926.898438,7902.324219,9829.514648,8528.520508,8733.639648,"C2"
"P21460","Cst3",57674.98438,46788.25391,53594.36719,54872.84766,48656.06641,53369.63281,51879.22656,45220.22266,42877.875,43692.85547,44770.28516,46351.40234,42982.10547,40375.00781,56069.91016,57224.83984,62488.73438,50426.50781,55252.76563,43274.24219,61995,61314.55469,65786.79688,54840.32422,58980.42188,42751.68359,50255.38281,54097.53125,56442.125,56618.68359,51280.42969,"CST3"
"P21614","Gc",12321394,9958308,11082804,12673331,12767138,13105080,13831609,14528655,11088187,11006580,11609434,12731346,11227610,13899526,12676783,12289969,11430728,11919605,12358940,11912614,14032087,13634063,13019170,11279064,13190783,13124507,12608527,11517046,12366775,13730650,13883376,"GC"
"P22599","Serpina1b",36644300,41538740,33824916,35462664,35851384,35133100,34749356,38084576,38122756,35640588,34353644,35672756,36150792,34537372,36668164,35229780,35894396,35294828,35134680,28406380,39452868,37589956,34623944,39340772,37576888,35898532,38205804,33227846,32825206,35134544,36053464,"SERPINA1B"
"P23492;Q543K9","Pnp",10911.94434,,7770.726563,8625.024414,8008.129395,10947.08789,13819.13574,3886.356689,19337.47461,21684.84766,4594.003418,6510.460938,14880.62988,13318.7168,5506.166016,13010.00879,7872.111816,9340.366211,11220.76758,4463.834473,9569.537109,11453.33789,13839.33203,6977.327637,20012.9043,5436.679688,16417.04883,14067.05371,4223.785645,19706.94922,,"PNP"
"P23953","Ces1c",19237552,15667436,15338299,17356728,16467226,15738414,15880810,15837135,24361678,21128402,23942440,22201754,22980536,21760556,25799166,18404572,20014304,18749498,18311062,18395662,19442362,16937838,17085666,17851434,17901256,18545538,14515091,16584861,14361156,14925908,17772330,"CES1C"
"P24270","Cat",36805.65234,10049.62891,17822.64258,22056.81836,31251.95313,32377.5293,48320.71094,22853.71289,18120.44531,25375.33594,9716.482422,8301.001953,15166.33496,23055.67188,6082.639648,22790.38867,11377.55078,13519.08301,19420.62305,22041.25391,19951.56445,20920.55859,25083.39258,10422.63281,27288.46484,8679.47168,20848.51758,16787.08398,6957.119141,26338.82617,8697.265625,"CAT"
"P24549","Aldh1a1",26316.25781,,18882.0293,25038.55859,28438.82227,29172.9043,39585.39453,25179.04492,13374.66016,15848.22363,,10608.68262,19869.625,17930.11523,9837.630859,14231.69434,12849.24316,15561.23535,15774.38379,22712.875,18117.73828,24235.83789,24884.62109,8645.580078,19531.04883,8579.117188,13562.84375,16167.26074,11641.80664,20500.06836,13587.32813,"ALDH1A1"
